fid,mylevel,plz_name,plz_code,krs_code,lan_name,lan_code,krs_name,ZIP_3,CatchArea,ClassArea,Percentage,Joined lay,ZIP3_ID,CatchArea3,ClassArea3
8892,2,Berlin Zehlendorf,"14165","11000",Berlin,"11",Kreisfreie Stadt Berlin,"141",3387347.6800371,546762.035932586,16.1413025050501,"141",778,98901427.2,7818017.3003146
8893,2,Berlin Tegel,"13507","11000",Berlin,"11",Kreisfreie Stadt Berlin,"135",8834075.59061952,495619.75642091,5.61031826518651,"135",820,106021367.1,10245095.7684661
8894,2,Berlin Kreuzberg,"10961","11000",Berlin,"11",Kreisfreie Stadt Berlin,"109",1434489.66173965,112207.118148517,7.82209319044099,"109",431,12221937.62,2209064.07953493
8895,2,Berlin Pankow,"13187","11000",Berlin,"11",Kreisfreie Stadt Berlin,"131",3319484.35214158,353689.503841617,10.6549531891431,"131",826,76164872.63,8386495.9655056
8896,2,Berlin Friedrichshain,"10249","11000",Berlin,"11",Kreisfreie Stadt Berlin,"102",2313822.53483533,382189.498446156,16.517666877739,"102",383,10362989.2,384608.423210383
8897,2,Beilngries,"92339","09176",Bayern,"09",Landkreis Eichstätt,"923",99928025.3441363,441420.342425747,0.441738282034059,"923",851,1310682840,2729861.85644167
8898,2,München,"81379","09162",Bayern,"09",Kreisfreie Stadt München,"813",6210899.96140861,1651212.96523813,26.585727921846,"813",43,22697687.33,3414930.33743815
8899,2,Waakirchen,"83666","09182",Bayern,"09",Landkreis Miesbach,"836",42390982.9619634,699268.50072533,1.64956896930833,"836",129,1039103191,4074152.09990194
8900,2,Brunnthal,"85649","09184",Bayern,"09",Landkreis München,"856",37992116.583361,451122.944218722,1.18741198119058,"856",1052,376536009.4,1812332.46533855
8901,2,Warngau,"83627","09182",Bayern,"09",Landkreis Miesbach,"836",51305424.3862822,218111.465793014,0.42512359736241,"836",129,1039103191,4074152.09990194
8902,2,Petersberg,"06193","15088",Sachsen-Anhalt,"15",Landkreis Saalekreis,"061",230894443.284739,634539.16017005,0.274817856654756,"061",692,744949250.6,14931398.5781809
8903,2,Bad Klosterlausnitz,"07639","16074",Thüringen,"16",Landkreis Saale-Holzland-Kreis,"076",35615548.5706828,800.60754853487,0.00224791581392,"076",744,509854123,1346567.23356456
8904,2,Bad Köstritz,"07586","16076",Thüringen,"16",Landkreis Greiz,"075",65677523.2731779,4587.43386712763,0.00698478511141,"075",745,398576933.4,4107859.39030976
8905,2,Berlin Oberschöneweide,"12459","11000",Berlin,"11",Kreisfreie Stadt Berlin,"124",8091242.2362381,4486017.47240184,55.4428768960888,"124",522,34465142.54,12791520.2868193
8906,2,"Prenzlau, Nordwestuckermark u.a.","17291","12073",Brandenburg,"12",Landkreis Uckermark,"172",811097716.180748,1319109.01301895,0.162632564079985,"172",721,2014423440,5186485.28043732
8907,2,Königs Wusterhausen,"15711","12061",Brandenburg,"12",Landkreis Dahme-Spreewald,"157",25107261.7905446,187233.477733201,0.74573435882886,"157",912,690397451.4,9297487.96298485
8908,2,Neusalza-Spremberg,"02742","14626",Sachsen,"14",Landkreis Görlitz,"027",22905479.1391122,63.1690171472728,0.000275781252004,"027",768,674689203.9,2397246.61169785
8909,2,Rheinböllen,"55494","07140",Rheinland-Pfalz,"07",Landkreis Rhein-Hunsrück-Kreis,"554",44334280.1307259,475685.543629175,1.07295199612252,"554",435,622656229.8,2424490.55528438
8910,2,Freiburg im Breisgau,"79112","08311",Baden-Württemberg,"08",Stadtkreis Freiburg im Breisgau,"791",35349542.804389,965702.344436201,2.73186657541806,"791",506,143926914.4,2952269.32325773
8911,2,Hamm,"59067","05915",Nordrhein-Westfalen,"05",Kreisfreie Stadt Hamm,"590",12805709.326273,72534.7872548627,0.566425376422107,"590",227,226540784.9,3130544.45637623
8912,2,Ettenheim,"77955","08317",Baden-Württemberg,"08",Landkreis Ortenaukreis,"779",57192514.3135392,221.392822518945,0.000387101048409,"779",390,402502122.9,1671083.31484151
8913,2,Mönchengladbach,"41179","05116",Nordrhein-Westfalen,"05",Kreisfreie Stadt Mönchengladbach,"411",33657886.9500477,1175319.86667908,3.49195975500005,"411",285,89465826.69,2370945.23794739
8914,2,Issum,"47661","05154",Nordrhein-Westfalen,"05",Kreis Kleve,"476",54799812.8912662,1117078.08065164,2.03847061096385,"476",210,567836984.1,4428374.38552451
8915,2,Bedburg,"50181","05362",Nordrhein-Westfalen,"05",Kreis Rhein-Erft-Kreis,"501",80069511.1093271,3878.10405950784,0.004843421679212,"501",928,318708886.4,1893268.09157757
8916,2,Wesel,"46487","05170",Nordrhein-Westfalen,"05",Kreis Wesel,"464",77647748.1499871,1522753.71555774,1.96110479935148,"464",94,599399766.2,5480829.69175625
8917,2,Rommerskirchen,"41569","05162",Nordrhein-Westfalen,"05",Kreis Rhein-Kreis Neuss,"415",60060217.2603991,956970.499497273,1.59335171124706,"415",321,248063323.8,2879379.417915
8918,2,Duisburg,"47053","05112",Nordrhein-Westfalen,"05",Kreisfreie Stadt Duisburg,"470",5557688.7475628,295915.991244631,5.32444339158789,"470",217,36339827.02,4123412.49027759
8919,2,Köln,"50859","05315",Nordrhein-Westfalen,"05",Kreisfreie Stadt Köln,"508",9873350.66818335,1091858.93814297,11.0586463991547,"508",956,44678783.93,3793843.52220172
8920,2,Köln,"50858","05315",Nordrhein-Westfalen,"05",Kreisfreie Stadt Köln,"508",9134361.40261161,45105.1720889626,0.493796666246056,"508",956,44678783.93,3793843.52220172
8921,2,Köln,"50969","05315",Nordrhein-Westfalen,"05",Kreisfreie Stadt Köln,"509",3961504.33335865,1464065.69445366,36.9573164952817,"509",954,54607661.59,7260340.63495988
8922,2,Köln,"50674","05315",Nordrhein-Westfalen,"05",Kreisfreie Stadt Köln,"506",1426572.63297788,399427.505021559,27.9991004865822,"506",958,15312196.59,1937710.85091464
8923,2,Saarbrücken,"66121","10041",Saarland,"10",Landkreis Regionalverband Saarbrücken,"661",6936634.94992131,141607.671967912,2.04144621982044,"661",260,167537004.3,4209589.82693639
8924,2,Wachtberg,"53343","05382",Nordrhein-Westfalen,"05",Kreis Rhein-Sieg-Kreis,"533",49686164.6113391,547958.220507229,1.10283863685904,"533",292,271902711.7,1551870.26682405
8925,2,Bruchmühlbach-Miesau,"66892","07335",Rheinland-Pfalz,"07",Landkreis Kaiserslautern,"668",27691861.9982037,252156.488598353,0.910579753050587,"668",303,112221842.3,1209360.20503773
8926,2,Troisdorf,"53842","05382",Nordrhein-Westfalen,"05",Kreis Rhein-Sieg-Kreis,"538",32778916.7963644,64168.7730954288,0.195762335570973,"538",334,97680814.81,2152362.45730224
8927,2,Wuppertal,"42117","05124",Nordrhein-Westfalen,"05",Kreisfreie Stadt Wuppertal,"421",4906296.42921283,847257.861445285,17.2687866228502,"421",233,42995315.31,4034083.60512186
8928,2,Wuppertal,"42369","05124",Nordrhein-Westfalen,"05",Kreisfreie Stadt Wuppertal,"423",13278451.7949324,7038.90815987508,0.053010006502124,"423",230,59708231.76,809353.62009432
8929,2,Recklinghausen,"45657","05562",Nordrhein-Westfalen,"05",Kreis Recklinghausen,"456",5541504.97277583,283720.763937952,5.11992257214977,"456",153,85460100.89,2961169.35468591
8930,2,Oer-Erkenschwick,"45739","05562",Nordrhein-Westfalen,"05",Kreis Recklinghausen,"457",38686686.5434682,432922.93470517,1.11904888576782,"457",144,417165201.5,2779697.59915308
8931,2,Bochum,"44787","05911",Nordrhein-Westfalen,"05",Kreisfreie Stadt Bochum,"447",1308834.25861613,156.393605940044,0.011949076432749,"447",422,45534142.25,4379665.09418683
8932,2,Nürnberg,"90439","09564",Bayern,"09",Kreisfreie Stadt Nürnberg,"904",1863062.72159801,17097.138748985,0.917689917294903,"904",760,193343763.3,8539093.70073412
8933,2,Nürnberg,"90482","09564",Bayern,"09",Kreisfreie Stadt Nürnberg,"904",5065950.263968,261820.451624879,5.16823967829095,"904",760,193343763.3,8539093.70073412
8934,2,Sonneberg,"96515","16072",Thüringen,"16",Landkreis Sonneberg,"965",85001771.747565,269146.008591042,0.316635763064259,"965",88,314480818.1,269146.008591042
8935,2,Nürnberg,"90473","09564",Bayern,"09",Kreisfreie Stadt Nürnberg,"904",2532455.98779029,222412.544182698,8.78248408876658,"904",760,193343763.3,8539093.70073412
8936,2,Gernsheim,"64579","06433",Hessen,"06",Landkreis Groß-Gerau,"645",39821975.3406465,1007868.63036889,2.53093580051553,"645",1101,293614397.1,3365655.57233926
8937,2,Ladenburg,"68526","08226",Baden-Württemberg,"08",Landkreis Rhein-Neckar-Kreis,"685",18999707.7654012,250814.057130469,1.32009428896167,"685",389,99440790.08,3364271.28778193
8938,2,Darmstadt,"64287","06411",Hessen,"06",Kreisfreie Stadt Darmstadt,"642",31542441.9423095,819809.278047107,2.59906724896735,"642",1037,120890502.2,4044155.3595253
8939,2,Bad Salzuflen,"32105","05766",Nordrhein-Westfalen,"05",Kreis Lippe,"321",8492734.61664727,322728.910076804,3.80005881078868,"321",628,100127087.9,918544.507278146
8940,2,Bremen,"28209","04011",Bremen,"04",Kreisfreie Stadt Bremen,"282",2307290.42021775,886401.914659603,38.4174400800377,"282",902,77448967.84,15275373.073203
8941,2,Bremervörde,"27432","03357",Niedersachsen,"03",Landkreis Rotenburg (Wümme),"274",291927633.54811,1269484.13710448,0.434862613612517,"274",923,1286460020,2492421.84188467
8942,2,"Husum, Schwesing u.a.","25813","01054",Schleswig-Holstein,"01",Kreis Nordfriesland,"258",90496998.4348466,692208.038876524,0.764896130090856,"258",830,1245772415,968160.758074362
8943,2,Gerlingen,"70839","08118",Baden-Württemberg,"08",Landkreis Ludwigsburg,"708",16932478.905734,8131.49143577646,0.048023041877364,"708",1,16953989.93,8131.49143577646
8944,2,Mainaschaff,"63814","09671",Bayern,"09",Landkreis Aschaffenburg,"638",7529054.0452592,178135.67837511,2.365976885068,"638",1157,43606067.45,946075.24186895
8945,2,"Heeßen, Bad Eilsen","31707","03257",Niedersachsen,"03",Landkreis Schaumburg,"317",4575194.9361217,61712.0619913655,1.34884005715563,"317",670,185342849.4,336858.820786954
8946,2,Gudensberg,"34281","06634",Hessen,"06",Landkreis Schwalm-Eder-Kreis,"342",46606943.7191436,250667.59219323,0.537833147145988,"342",419,249927623.8,2196425.65128515
8947,2,Moisburg,"21647","03353",Niedersachsen,"03",Landkreis Harburg,"216",11121778.7615056,92293.1918529589,0.829842004881462,"216",528,463014898.6,2157074.72227947
8948,2,Lentföhrden,"24632","01060",Schleswig-Holstein,"01",Kreis Segeberg,"246",39386541.1021476,224131.383880148,0.569055767803706,"246",536,148221019.6,941421.164777093
8949,2,Handeloh,"21256","03353",Niedersachsen,"03",Landkreis Harburg,"212",27034411.6641739,824519.945686951,3.04989047266602,"212",487,663280684.5,8375212.89940543
8950,2,Adelheidsdorf,"29352","03351",Niedersachsen,"03",Landkreis Celle,"293",33360875.8339463,562737.956673311,1.68682009271681,"293",727,2146506188,4243569.34415103
8951,2,Hamburg,"20539","02000",Hamburg,"02",Kreisfreie Stadt Hamburg,"205",11443916.1614415,1348163.47482792,11.7806129982876,"205",640,16909499.84,1901352.11203924
8952,2,Hamburg,"22303","02000",Hamburg,"02",Kreisfreie Stadt Hamburg,"223",3200394.15539576,1625031.02205902,50.7759651828908,"223",400,103281282.8,19188286.1993918
8953,2,Oberstdorf,"87561","09780",Bayern,"09",Landkreis Oberallgäu,"875",229817716.828294,262289.467873654,0.114129350640804,"875",1135,902469026.5,4160456.40718769
8954,2,Bopfingen,"73441","08136",Baden-Württemberg,"08",Landkreis Ostalbkreis,"734",76912640.7221966,356326.677874143,0.463287535739634,"734",1042,1052339123,1193631.73872609
8955,2,Uelzen,"29525","03360",Niedersachsen,"03",Landkreis Uelzen,"295",136751237.408618,1164727.29630834,0.851712436669285,"295",725,1376430241,3390860.50460264
8956,2,Wahrenholz,"29399","03151",Niedersachsen,"03",Landkreis Gifhorn,"293",57969095.17315,359968.394551853,0.620966039709003,"293",727,2146506188,4243569.34415103
8957,2,Bad Schwartau,"23611","01055",Schleswig-Holstein,"01",Kreis Ostholstein,"236",23306313.0460832,94826.4548066324,0.406870252790021,"236",568,358979403.3,4152425.98693562
8958,2,Lübeck,"23564","01003",Schleswig-Holstein,"01",Kreisfreie Stadt Lübeck,"235",6118495.74735888,825269.203972173,13.4881061955205,"235",569,211187272.7,8363536.32435037
8959,2,Augsburg,"86199","09761",Bayern,"09",Kreisfreie Stadt Augsburg,"861",41308184.691363,811938.613685706,1.9655635311795,"861",953,148775283.9,6021935.80324597
8960,2,Ettal,"82488","09180",Bayern,"09",Landkreis Garmisch-Partenkirchen,"824",14854271.9858421,305546.00655789,2.05695712889269,"824",13,1159161160,1437784.25362027
8961,2,Erfurt,"99091","16051",Thüringen,"16",Kreisfreie Stadt Erfurt,"990",7548039.26685438,451400.124421793,5.98036269371333,"990",1158,269586835,7813801.21473412
8962,2,Weißensee,"99631","16068",Thüringen,"16",Landkreis Sömmerda,"996",68066237.1058596,504178.826209612,0.74071793542148,"996",1141,558739947.4,1755156.23533478
8963,2,Königsee-Rottenbach u.a.,"07426","16073",Thüringen,"16",Landkreis Saalfeld-Rudolstadt,"074",115046302.415059,594049.412721494,0.516356806130377,"074",746,435091598.4,4042040.1865217
8964,2,Nürnberg,"90429","09564",Bayern,"09",Kreisfreie Stadt Nürnberg,"904",3582288.87083807,108599.139361351,3.0315572885652,"904",760,193343763.3,8539093.70073412
8965,2,Erfurt,"99096","16051",Thüringen,"16",Kreisfreie Stadt Erfurt,"990",6416151.14479455,996793.855441224,15.5356978497916,"990",1158,269586835,7813801.21473412
8966,2,Bad Rothenfelde,"49214","03459",Niedersachsen,"03",Landkreis Osnabrück,"492",17588192.5116661,279249.335978108,1.58770911674343,"492",651,49481754.12,279249.335978108
8967,2,Wenningstedt-Braderup (Sylt),"25996","01054",Schleswig-Holstein,"01",Kreis Nordfriesland,"259",6411070.42599578,1352347.02449892,21.0939349381562,"259",829,562076158.1,3751186.8010594
8968,2,Stühlingen,"79780","08337",Baden-Württemberg,"08",Landkreis Waldshut,"797",93249405.3657198,1095668.06765672,1.17498665365164,"797",488,592026533.2,2120982.60689727
8969,2,Kampen (Sylt),"25999","01054",Schleswig-Holstein,"01",Kreis Nordfriesland,"259",9149415.25602521,154.093866383657,0.001684193602232,"259",829,562076158.1,3751186.8010594
8970,2,Worms,"67547","07319",Rheinland-Pfalz,"07",Kreisfreie Stadt Worms,"675",20133661.714095,2852443.81302219,14.1675362064183,"675",455,310879867.7,4989487.65671306
8971,2,Karlsruhe,"76185","08212",Baden-Württemberg,"08",Stadtkreis Karlsruhe,"761",6345247.12055004,121117.373617812,1.90878891423401,"761",1056,118735155.1,8230998.5395771
8972,2,Flörsheim am Main,"65439","06436",Hessen,"06",Landkreis Main-Taunus-Kreis,"654",23072854.1998257,258560.036188149,1.12062440974512,"654",308,182380869.1,3236244.39787622
8973,2,Riedstadt,"64560","06433",Hessen,"06",Landkreis Groß-Gerau,"645",68827080.026319,806857.407825954,1.17229643843298,"645",1101,293614397.1,3365655.57233926
8974,2,Ludwigshafen am Rhein,"67063","07314",Rheinland-Pfalz,"07",Kreisfreie Stadt Ludwigshafen am Rhein,"670",15066850.1009859,1537257.1061955,10.2029096718425,"670",480,65983614.27,3730732.66516473
8975,2,Osnabrück,"49086","03404",Niedersachsen,"03",Kreisfreie Stadt Osnabrück,"490",28141636.8354526,143771.890606435,0.510886738561391,"490",658,119839450.2,1526465.145361
8976,2,Schlüchtern,"36381","06435",Hessen,"06",Landkreis Main-Kinzig-Kreis,"363",111503228.041564,259253.868524589,0.232507948942921,"363",559,1271855234,1351457.65464273
8977,2,Römerstein,"72587","08415",Baden-Württemberg,"08",Landkreis Reutlingen,"725",46051192.8104931,258749.883379259,0.561874443608986,"725",70,844961460.2,695500.717040514
8978,2,Bomlitz,"29699","03358",Niedersachsen,"03",Landkreis Heidekreis,"296",64392084.3309147,361364.003846998,0.561193208143297,"296",724,1554291028,10835271.5315615
8979,2,"Tostedt, Kakenstorf u.a.","21255","03353",Niedersachsen,"03",Landkreis Harburg,"212",102475292.914847,990136.575363134,0.96621980498841,"212",487,663280684.5,8375212.89940543
8980,2,Zerbst/Anhalt,"39261","15082",Sachsen-Anhalt,"15",Landkreis Anhalt-Bitterfeld,"392",39212098.2968198,421108.693850526,1.07392542644085,"392",711,39245664.62,421108.693850526
8981,2,Gera,"07549","16052",Thüringen,"16",Kreisfreie Stadt Gera,"075",8706923.41929077,79269.6786755258,0.910421222953432,"075",745,398576933.4,4107859.39030976
8982,2,Plauen,"08525","14523",Sachsen,"14",Landkreis Vogtlandkreis,"085",24271285.8381151,1581200.61814948,6.51469653769393,"085",730,367786557.5,5540640.25260058
8983,2,Luhe-Wildenau,"92706","09374",Bayern,"09",Landkreis Neustadt a.d. Waldnaab,"927",38579797.3327025,961433.351577441,2.49206428765367,"927",835,265880518,961433.351577441
8984,2,Rostock,"18146","13003",Mecklenburg-Vorpommern,"13",Kreisfreie Stadt Rostock,"181",62283101.0891774,1556234.4451007,2.49864637098347,"181",701,122098807.8,3981245.19818957
8985,2,Falkenstein/Vogtl.,"08223","14523",Sachsen,"14",Landkreis Vogtlandkreis,"082",70852870.0298637,392392.295504471,0.553812845321695,"082",735,475021324.9,937620.522903806
8986,2,Altenburg,"04600","16077",Thüringen,"16",Landkreis Altenburger Land,"046",45683730.5735958,1686153.41420933,3.69092758633834,"046",860,307333040.5,2589601.33079336
8987,2,Chieming,"83339","09189",Bayern,"09",Landkreis Traunstein,"833",37665933.8644553,1258978.29415582,3.34248527777482,"833",133,929444815.5,2900192.19145944
8988,2,Malchin,"17139","13071",Mecklenburg-Vorpommern,"13",Landkreis Mecklenburgische Seenplatte,"171",261761300.151285,600656.720538588,0.229467350670797,"171",722,2770496334,7118609.00012932
8989,2,Chemnitz,"09119","14511",Sachsen,"14",Kreisfreie Stadt Chemnitz,"091",2358199.58571683,515160.858489452,21.8455156047725,"091",1132,162369625.5,10793184.1371164
8990,2,Berlin Staaken,"13591","11000",Berlin,"11",Kreisfreie Stadt Berlin,"135",8988262.23618747,718715.182197594,7.99615279696656,"135",820,106021367.1,10245095.7684661
8991,2,Nossen,"01683","14627",Sachsen,"14",Landkreis Meißen,"016",122861515.474123,7623.23117904831,0.006204734777713,"016",806,749908557.6,2685708.06200603
8992,2,Berlin Siemensstadt,"13629","11000",Berlin,"11",Kreisfreie Stadt Berlin,"136",6011221.33727685,2219071.71720762,36.9154884290601,"136",819,10883572.8,4760075.24936962
8993,2,Berlin Märkisches Viertel,"13435","11000",Berlin,"11",Kreisfreie Stadt Berlin,"134",2056503.14183959,91664.4058969524,4.45729471703878,"134",822,48479853.25,4600800.16282446
8994,2,Berlin Kreuzberg,"10999","11000",Berlin,"11",Kreisfreie Stadt Berlin,"109",1416923.58514452,146131.090604926,10.3132654531981,"109",431,12221937.62,2209064.07953493
8995,2,Bielefeld,"33613","05711",Nordrhein-Westfalen,"05",Kreisfreie Stadt Bielefeld,"336",5160881.95055054,263957.707169181,5.1145852530307,"336",499,180051494,4639284.3354978
8996,2,Frankenberg,"35066","06635",Hessen,"06",Landkreis Waldeck-Frankenberg,"350",125533387.64754,378947.0760804,0.301869552938673,"350",587,230564658.1,378947.0760804
8997,2,Eutingen im Gäu,"72184","08237",Baden-Württemberg,"08",Landkreis Freudenstadt,"721",32786037.6567572,303926.176090584,0.926998801356971,"721",33,385994164.2,1159723.42044782
8998,2,Cleebronn,"74389","08125",Baden-Württemberg,"08",Landkreis Heilbronn,"743",17063880.6025259,731404.915686559,4.2862753949315,"743",929,354773497,2205247.40604058
8999,2,"Sankt Michaelisdonn,Gudendorf,Volsemenhusen,Trennewurth","25693","01051",Schleswig-Holstein,"01",Kreis Dithmarschen,"256",53860685.383114,942217.253249018,1.74935993953099,"256",845,53916292.59,942217.253249018
9000,2,"Meßkirch, Sauldorf","88605","08437",Baden-Württemberg,"08",Landkreis Sigmaringen,"886",125874200.285243,272967.556070337,0.216857430237305,"886",1064,622752909.8,1519047.31918457
9001,2,Stuttgart,"70619","08111",Baden-Württemberg,"08",Stadtkreis Stuttgart,"706",7529193.26556491,300350.721714366,3.98914878554165,"706",7,7544483.81,300350.721714366
9002,2,Esslingen am Neckar,"73732","08116",Baden-Württemberg,"08",Landkreis Esslingen,"737",9844068.4683496,345131.504927972,3.50598440103937,"737",1038,117956391.5,1373553.64931631
9003,2,Lauenförde,"37697","03255",Niedersachsen,"03",Landkreis Holzminden,"376",16342284.4681548,660083.603160901,4.03911463202813,"376",631,865622178.9,2233827.87378988
9004,2,Hannover,"30451","03241",Niedersachsen,"03",Landkreis Region Hannover,"304",1025944.45560187,228475.384416804,22.2697616005701,"304",605,56574733.66,8063498.79353739
9005,2,Hannover,"30177","03241",Niedersachsen,"03",Landkreis Region Hannover,"301",3578811.32672289,94302.9689637917,2.63503605958867,"301",596,35894980.72,6165090.18406492
9006,2,Barkelsby,"24360","01058",Schleswig-Holstein,"01",Kreis Rendsburg-Eckernförde,"243",19724124.6916944,298.788044314831,0.001514835507203,"243",546,639369696.6,4339711.93771057
9007,2,Hamburg,"22525","02000",Hamburg,"02",Kreisfreie Stadt Hamburg,"225",8713967.63383196,3066124.24717362,35.1863166816159,"225",393,70064981.89,12392631.6858145
9008,2,Adelmannsfelden,"73486","08136",Baden-Württemberg,"08",Landkreis Ostalbkreis,"734",22899939.7703752,142443.727735125,0.622026647945157,"734",1042,1052339123,1193631.73872609
9009,2,Vöhringen,"89269","09775",Bayern,"09",Landkreis Neu-Ulm,"892",23690810.4563531,2917.98200580303,0.01231693618578,"892",327,515817965.4,3000681.43055259
9010,2,Colmberg,"91598","09571",Bayern,"09",Landkreis Ansbach,"915",38340924.0874054,439974.641389914,1.14753270001242,"915",889,991485496.9,3127171.25293424
9011,2,Schleusingen u.a.,"98553","16069",Thüringen,"16",Landkreis Hildburghausen,"985",138367847.001437,257267.711323795,0.185930269856062,"985",959,753882451.4,7600924.20887686
9012,2,Lübeck,"23562","01003",Schleswig-Holstein,"01",Kreisfreie Stadt Lübeck,"235",18824340.2130207,466494.031257667,2.47814279798766,"235",569,211187272.7,8363536.32435037
9013,2,Scharbeutz,"23683","01055",Schleswig-Holstein,"01",Kreis Ostholstein,"236",9065691.35559869,526703.962699231,5.80985985557467,"236",568,358979403.3,4152425.98693562
9014,2,Hallstadt,"96103","09471",Bayern,"09",Landkreis Bamberg,"961",14590487.0742179,280530.881921299,1.9226971690137,"961",58,1780838645,3354275.8344299
9015,2,Garmisch-Partenkirchen,"82467","09180",Bayern,"09",Landkreis Garmisch-Partenkirchen,"824",282643157.431591,355261.896204649,0.125692728397514,"824",13,1159161160,1437784.25362027
9016,2,Augsburg,"86153","09761",Bayern,"09",Kreisfreie Stadt Augsburg,"861",5077669.65040204,327691.966196978,6.45358971257674,"861",953,148775283.9,6021935.80324597
9017,2,Dassow,"23942","13074",Mecklenburg-Vorpommern,"13",Landkreis Nordwestmecklenburg,"239",94841119.1722227,252944.429784927,0.266703337110144,"239",589,1213498500,6011086.88226958
9018,2,Stein,"90547","09573",Bayern,"09",Landkreis Fürth,"905",19535157.7123311,104224.936678001,0.533524930859459,"905",756,236869051.5,378990.217173209
9019,2,Viersen,"41749","05166",Nordrhein-Westfalen,"05",Kreis Viersen,"417",28100735.5437755,55.4497396321967,0.000197324869115,"417",314,59814075.43,351674.110346058
9020,2,Mönchengladbach,"41065","05116",Nordrhein-Westfalen,"05",Kreisfreie Stadt Mönchengladbach,"410",8017223.13536558,982601.447180373,12.2561319622741,"410",286,21470546.82,982601.447180373
9021,2,Jüchen,"41363","05162",Nordrhein-Westfalen,"05",Kreis Rhein-Kreis Neuss,"413",72040356.1634937,1285811.6958776,1.78484916559752,"413",282,127249359.5,2972658.6770497
9022,2,Krefeld,"47802","05114",Nordrhein-Westfalen,"05",Kreisfreie Stadt Krefeld,"478",21424155.5667784,1135153.79218366,5.2984762393338,"478",208,200507628,8238793.02073794
9023,2,Krefeld,"47809","05114",Nordrhein-Westfalen,"05",Kreisfreie Stadt Krefeld,"478",23397437.2389642,880862.970990428,3.76478398892128,"478",208,200507628,8238793.02073794
9024,2,Duisburg,"47057","05112",Nordrhein-Westfalen,"05",Kreisfreie Stadt Duisburg,"470",8085275.15744174,470081.079051953,5.81403934805221,"470",217,36339827.02,4123412.49027759
9025,2,Oberhausen,"46049","05119",Nordrhein-Westfalen,"05",Kreisfreie Stadt Oberhausen,"460",10441491.0488877,1313089.28354141,12.5756874893964,"460",100,21484312.63,1996760.47077131
9026,2,Essen,"45355","05113",Nordrhein-Westfalen,"05",Kreisfreie Stadt Essen,"453",4827702.23858274,442312.152316777,9.16196008904281,"453",158,60591036,5708321.72556953
9027,2,Solingen,"42697","05122",Nordrhein-Westfalen,"05",Kreisfreie Stadt Solingen,"426",10993421.7763582,316525.724155628,2.87922842036617,"426",280,80770542.28,588047.820185172
9028,2,Köln,"51061","05315",Nordrhein-Westfalen,"05",Kreisfreie Stadt Köln,"510",16464217.6409203,1913304.64160003,11.6209873030632,"510",1097,51924480.71,3873675.64902648
9029,2,Köln,"51109","05315",Nordrhein-Westfalen,"05",Kreisfreie Stadt Köln,"511",12498470.7453835,2422.78839076497,0.019384678654865,"511",1096,117311635.2,3212108.79588244
9030,2,Vellmar,"34246","06633",Hessen,"06",Landkreis Kassel,"342",14164516.3615978,292303.572665939,2.06363256749394,"342",420,32090310.96,292303.572665939
9031,2,Oberrot,"74420","08127",Baden-Württemberg,"08",Landkreis Schwäbisch Hall,"744",37945754.8394515,947440.126216515,2.49682772216585,"744",970,301640030.1,947440.126216515
9032,2,Grabow u.a.,"19300","13076",Mecklenburg-Vorpommern,"13",Landkreis Ludwigslust-Parchim,"193",217173299.08006,495573.949780627,0.228192854222809,"193",762,681624535,2040378.80198901
9033,2,München,"81241","09162",Bayern,"09",Kreisfreie Stadt München,"812",4515231.48277815,469033.268113117,10.3878011548708,"812",44,49187293.53,1949787.43646869
9034,2,Wolmirstedt u.a.,"39326","15083",Sachsen-Anhalt,"15",Landkreis Börde,"393",309599846.4544,804150.677087669,0.259738719607573,"393",708,793884227.9,1356188.35877877
9035,2,"Crivitz, Friedrichsruhe u.a.","19089","13076",Mecklenburg-Vorpommern,"13",Landkreis Ludwigslust-Parchim,"190",251939929.465303,2139.78073592344,0.000849321796852,"190",766,913326337.3,8922339.66113083
9036,2,München,"81547","09162",Bayern,"09",Kreisfreie Stadt München,"815",2301102.1559574,222470.299670438,9.66798884154177,"815",41,14423527.03,2427852.23490889
9037,2,München,"81549","09162",Bayern,"09",Kreisfreie Stadt München,"815",5005375.45911482,360517.407113355,7.20260468087066,"815",41,14423527.03,2427852.23490889
9038,2,"Lanitz-Hassel-Tal, Molauer Land","06628","15084",Sachsen-Anhalt,"15",Landkreis Burgenlandkreis,"066",75479877.9204679,906420.75416959,1.20087734525044,"066",681,567559112,2395426.4655602
9039,2,Unterföhring,"85774","09184",Bayern,"09",Landkreis München,"857",12845316.7444076,741227.775686657,5.77041259811179,"857",1049,81210830.29,1703129.0954363
9040,2,Bad Wiessee,"83707","09182",Bayern,"09",Landkreis Miesbach,"837",32853603.6495273,422824.308631742,1.28699522019657,"837",128,591902509.1,478773.422349391
9041,2,Mücheln/ Geiseltal,"06249","15088",Sachsen-Anhalt,"15",Landkreis Saalekreis,"062",33722892.8973846,320411.23557379,0.950129742868649,"062",690,485516789.2,2262432.81001741
9042,2,Dortmund,"44263","05913",Nordrhein-Westfalen,"05",Kreisfreie Stadt Dortmund,"442",6137967.68202669,530998.35118658,8.65104508030337,"442",339,90360410.93,3485340.34921426
